celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,norm_name,success_score,week1_total,week2_total,week3_total,mean_judge_w1_3,fan_w1,fan_w2,fan_w3,mean_fan_w1_3,judge_slope,fan_slope,age,industry,partner,country,homestate,industry_b,partner_b
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,william levy,0.8181818181818181,24.0,25.0,28.0,25.666666666666668,0.0721273714826743,0.0725576699774341,0.0728430855818938,0.0725093756806674,1.999999999999999,0.0003578570496097577,31,Actor/Actress,Cheryl Burke,Cuba,Unknown,Actor/Actress,Cheryl Burke
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,jack wagner,0.09090909090909094,23.0,21.0,24.0,22.666666666666668,0.0767038269885355,0.0764712918637292,0.076506968642523,0.0765606958315959,0.4999999999999977,-9.842917300624631e-05,52,Actor/Actress,Anna Trebunskaya,United States,Missouri,Actor/Actress,Other
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,sherri sheperd,0.18181818181818177,23.0,23.0,24.0,23.333333333333332,0.0800884006319136,0.0802050897492249,0.0802425084873603,0.0801786662894996,0.5000000000000009,7.705392772333923e-05,44,Actor/Actress,Valentin Chmerkovskiy,United States,Illinois,Actor/Actress,Valentin Chmerkovskiy
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,jaleel white,0.4545454545454546,26.0,22.0,25.0,24.333333333333332,0.1205753218066452,0.1204800893480717,0.1206405915962334,0.12056533425031678,-0.5000000000000024,3.263489479406564e-05,35,Actor/Actress,Kym Johnson,United States,California,Actor/Actress,Kym Johnson
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,roshon fegan,0.5454545454545454,23.0,26.0,25.0,24.666666666666668,0.0712950735183431,0.0718816769772195,0.0719774369556433,0.0717180624837353,0.9999999999999986,0.00034118171865009877,20,Actor/Actress,Chelsie Hightower,United States,California,Actor/Actress,Other
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,melissa gilbert,0.6363636363636364,20.0,20.0,24.0,21.333333333333332,0.0862444918489176,0.0857901258400999,0.0858301502109153,0.08595492263331093,1.999999999999998,-0.00020717081900115488,47,Actor/Actress,Maksim Chmerkoskiy,United States,California,Actor/Actress,Maksim Chmerkoskiy
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,martina navratilova,0.0,20.0,17.0,,18.5,0.0788001450444034,0.0778585986979135,0.0762947265755234,0.07765115677261343,-3.0000000000000018,-0.001252709234439996,55,Athlete,Tony Dovolani,Czechoslovakia,Unknown,Athlete,Tony Dovolani
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,donald driver,1.0,21.0,24.0,26.0,23.666666666666668,0.08665537543791,0.0869767695918672,0.0871679957412945,0.0869333802570239,2.4999999999999964,0.00025631015169224713,37,Athlete,Peta Murgatroyd,United States,Texas,Athlete,Peta Murgatroyd
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,gavin degraw,0.2727272727272727,20.0,21.0,24.0,21.666666666666668,0.0785059100585938,0.0782679117433828,0.0783044267139798,0.07835941617198545,1.9999999999999996,-0.00010074167230700335,35,Singer/Rapper,Karina Smirnoff,United States,New York,Singer/Rapper,Karina Smirnoff
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,gladys knight,0.36363636363636365,23.0,19.0,24.0,22.0,0.0859377953268887,0.085293254935668,0.0853330474972265,0.08552136591992772,0.5000000000000009,-0.00030237391483109384,67,Singer/Rapper,Tristan MacManus,United States,Georgia,Singer/Rapper,Other
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,katherine jenkins,0.9090909090909091,26.0,26.0,29.0,27.0,0.0788723772195178,0.0795213254147234,0.07990320977236,0.07943230413553372,1.5000000000000029,0.0005154162764210973,31,Singer/Rapper,Mark Ballas,Wales,Unknown,Singer/Rapper,Mark Ballas
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,maria menounos,0.7272727272727273,21.0,25.0,27.0,24.333333333333332,0.0841939106356565,0.0846961958606653,0.0849558522250461,0.0846153195737893,3.0,0.00038097079469479863,33,TV Personality,Derek Hough,United States,Massachusetts,TV Personality,Derek Hough
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,gilles marini,0.5833333333333333,24.0,25.5,25.5,25.0,0.0955960853102436,0.1028511095072961,0.1095036139030745,0.10265026957353807,0.7499999999999974,0.006953764296415442,36,Actor/Actress,Peta Murgatroyd,France,Unknown,Actor/Actress,Peta Murgatroyd
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,sabrina bryan,0.41666666666666663,22.5,26.0,25.5,24.666666666666668,0.0835862297701063,0.0909669264799199,0.0968507509829038,0.09046796907764333,1.4999999999999964,0.006632260606398752,28,Actor/Actress,Louis van Amstel,United States,California,Actor/Actress,Other
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,kirstie alley,0.5,19.0,21.0,24.0,21.333333333333332,0.0544665994247075,0.0528542513627693,0.0545405151765333,0.053953788654670036,2.4999999999999964,3.695787591289334e-05,61,Actor/Actress,Maksim Chmerkoskiy,United States,Kansas,Actor/Actress,Maksim Chmerkoskiy
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,kelly monaco,0.8333333333333334,21.5,22.0,27.0,23.5,0.0595601749387876,0.0591378393587059,0.0649628523865832,0.06122028889469223,2.7499999999999996,0.0027013387238977982,36,Actor/Actress,Valentin Chmerkovskiy,United States,Pennsylvania,Actor/Actress,Valentin Chmerkovskiy
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,0.0,0.0,0.0,,,,,,apolo anton ohno,0.6666666666666667,22.0,24.5,25.5,24.0,0.0679594626768097,0.0714593374489553,0.0760813931445709,0.07183339775677865,1.7499999999999991,0.004060965233880597,30,Athlete,Karina Smirnoff,United States,Washington,Athlete,Karina Smirnoff
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,emmitt smith,0.75,24.5,22.5,25.0,24.0,0.1146275707371898,0.1151273449785501,0.1213029157523207,0.11701927715602019,0.24999999999999648,0.0033376725075654518,43,Athlete,Cheryl Burke,United States,Florida,Athlete,Cheryl Burke
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,shawn johnson,0.9166666666666666,22.0,25.0,26.5,24.5,0.0827751888906699,0.088041846270619,0.0957110439659918,0.08884269304242691,2.25,0.006467927537660954,20,Athlete,Derek Hough,United States,Iowa,Athlete,Derek Hough
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,pamela anderson,0.0,17.0,,,17.0,0.0524339020385941,0.0314344261798972,0.0,0.027956109406163766,,-0.026216951019297056,45,Model,Tristan MacManus,Canada,Unknown,Model,Other
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,helio castroneves,0.25,21.5,23.0,25.5,23.333333333333332,0.0792650617368244,0.0805287791135652,0.0857374546408006,0.08184376516373007,1.999999999999999,0.003236196451988093,37,Racing Driver,Chelsie Hightower,Brazil,Unknown,Other,Other
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,joey fatone,0.08333333333333337,20.5,22.5,,21.5,0.0661624800461046,0.0664509473237316,0.0415774555721422,0.05806362764732614,1.9999999999999982,-0.012292512236981202,35,Singer/Rapper,Kym Johnson,United States,New York,Singer/Rapper,Kym Johnson
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,drew lachey,0.16666666666666663,21.5,22.5,24.0,22.666666666666668,0.0896497045753324,0.0900405757488568,0.0929132333069719,0.0908678378770537,1.2499999999999967,0.0016317643658197408,36,Singer/Rapper,Anna Trebunskaya,United States,Ohio,Singer/Rapper,Other
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,bristol palin,0.33333333333333337,19.5,18.0,22.5,20.0,0.0580405078421864,0.0525776772268613,0.0525848385542152,0.05440100787442096,1.5000000000000004,-0.002727834643985596,21,TV Personality,Mark Ballas,United States,Alaska,TV Personality,Mark Ballas
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,melissa rycroft,1.0,21.0,23.5,27.0,23.833333333333332,0.0958770320124429,0.0985289390002716,0.1082339326138913,0.10087996787553527,3.0000000000000018,0.0061784503007241915,29,TV Personality,Tony Dovolani,United States,Texas,TV Personality,Tony Dovolani
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,,,,,ingo rademacher,0.6363636363636364,20.0,20.0,21.0,20.333333333333332,0.0844867909230087,0.0841529716126626,0.0849406060814419,0.08452678953903774,0.4999999999999993,0.00022690757921659758,41,Actor/Actress,Kym Johnson,Germany,Unknown,Actor/Actress,Kym Johnson
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,zendaya,0.9090909090909091,24.0,26.0,25.9998,25.333266666666663,0.0803420175689704,0.0859152058575958,0.089402417801513,0.08521988040935972,0.9999000000000002,0.004530200116271303,16,Actor/Actress,Valentin Chmerkovskiy,United States,California,Actor/Actress,Valentin Chmerkovskiy
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,dorothy hamill,0.0,21.0,15.0,,18.0,0.1051671160486562,0.0987313457985379,0.0876836756999729,0.09719404584905567,-6.000000000000002,-0.008741720174341664,56,Athlete,Tristan MacManus,United States,Illinois,Athlete,Other
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,victor ortiz,0.36363636363636365,18.0,18.0,23.0,19.666666666666668,0.0794438170168537,0.0772784716638688,0.0789583323634533,0.07856020701472527,2.5000000000000013,-0.00024274232670019197,26,Athlete,Lindsay Arnold,United States,Kansas,Athlete,Other
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,alexandra raisman,0.7272727272727273,21.0,24.0,23.0,22.666666666666668,0.0524219267698766,0.0547467144824861,0.0559367853018279,0.05436847551806353,1.0000000000000018,0.0017574292659756443,18,Athlete,Mark Ballas,United States,Massachusetts,Athlete,Mark Ballas
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,jacoby jones,0.8181818181818181,20.0,23.0,25.9998,22.99993333333333,0.0862177792772471,0.0889817215940759,0.0925934003328487,0.08926430040139056,2.9998999999999967,0.003187810527800797,28,Athlete,Karina Smirnoff,United States,Louisiana,Athlete,Karina Smirnoff
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,d l hughley,0.2727272727272727,12.0,16.0,16.0,14.666666666666666,0.0871497015296606,0.0827908051667388,0.0810576756586061,0.08366606078500183,1.9999999999999996,-0.003046012935527263,50,Comedian,Cheryl Burke,United States,Virginia,Comedian,Cheryl Burke
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,andy dick,0.4545454545454546,17.0,20.0,18.0,18.333333333333332,0.0692391755435642,0.068965601727156,0.0683499361736166,0.06885157114811226,0.5000000000000001,-0.0004446196849737956,47,Comedian,Sharna Burgess,United States,South Carolina,Comedian,Sharna Burgess
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,wynonna judd,0.09090909090909094,18.0,18.0,15.0,17.0,0.1064351293457315,0.1035341004000272,0.1007508415295119,0.10357335709175687,-1.499999999999999,-0.002842143908109807,48,Singer/Rapper,Tony Dovolani,United States,Kentucky,Singer/Rapper,Tony Dovolani
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,kellie pickler,1.0,21.0,26.0,25.0,24.0,0.1140367576933444,0.1219472924506247,0.1261261528141212,0.12070340098603011,2.0000000000000004,0.006044697560388401,26,Singer/Rapper,Derek Hough,United States,North Carolina,Singer/Rapper,Derek Hough
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,lisa vanderpump,0.18181818181818177,18.0,18.0,21.0,19.0,0.0673832770332562,0.0655466575042386,0.0661601451300974,0.06636335988919739,1.499999999999999,-0.0006115659515794021,52,TV Personality,Gleb Savchenko,England,Unknown,TV Personality,Other
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,sean lowe,0.5454545454545454,19.0,20.0,21.0,20.0,0.0676765112498299,0.0674091117419869,0.0680400311129886,0.06770855136826848,0.9999999999999978,0.00018175993157935275,29,TV Personality,Peta Murgatroyd,United States,Texas,TV Personality,Peta Murgatroyd
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,valerie harper,0.18181818181818177,21.0,19.0,16.0,18.666666666666668,0.0775514624531858,0.0705935152509884,0.0658656906563362,0.07133688945350347,-2.4999999999999987,-0.0058428858984248076,74,Actor/Actress,Tristan MacManus,United States,New York,Actor/Actress,Other
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brant daugherty,0.4545454545454546,22.0,23.0,27.0,24.0,0.1052992113518496,0.1065626592313251,0.1117048336799044,0.10785556808769303,2.4999999999999982,0.003202811164027397,28,Actor/Actress,Peta Murgatroyd,United States,Ohio,Actor/Actress,Peta Murgatroyd
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8.0,8.0,8.0,,8.0,9.0,8.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,9.0,9.0,,8.0,9.0,8.0,,9.5,9.0,9.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,elizabeth berkley lauren,0.5454545454545454,24.0,25.0,25.0,24.666666666666668,0.0992637130563118,0.1059187885516487,0.1087038500420483,0.10462878388333625,0.4999999999999977,0.004720068492868248,39,Actor/Actress,Valentin Chmerkovskiy,United States,Michigan,Actor/Actress,Valentin Chmerkovskiy
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,9.3333,9.3333,9.3333,,9.0,8.5,9.0,,9.0,10.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,8.5,0.0,0.0,0.0,,leah remini,0.6363636363636364,21.0,24.0,24.0,23.0,0.0924212060303859,0.0960401525578495,0.0975275388485007,0.09532963247891203,1.4999999999999996,0.0025531664090573877,43,Actor/Actress,Tony Dovolani,United States,New York,Actor/Actress,Tony Dovolani
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,corbin bleu,0.9090909090909091,24.0,26.0,26.0,25.333333333333332,0.0733439059815591,0.0803614569872919,0.0833522295419164,0.07901919750358914,0.9999999999999986,0.005004161780178642,24,Actor/Actress,Karina Smirnoff,United States,New York,Actor/Actress,Karina Smirnoff
